Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","036","Australia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","24979.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","036","Australia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","25357.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","554","New Zealand","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","4838.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","554","New Zealand","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","4959.03","X","Figure from international organizations"
