Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","297.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","299.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","882","Samoa","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","209.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","882","Samoa","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","211.91","X","Figure from international organizations"
